family,condition,rho,replicate,n_emitted,marker_fraction,kl_to_full,kl_to_designated,novelty,diversity,gap_fraction,valid_fraction
Kunitz,multiplicity,500.0,4,620,0.9967741935483871,0.005320269978092425,0.00022008962830605153,0.48206493749707313,0.5903515324852728,0.0036518563603164978,1.0
Kunitz,multiplicity,500.0,5,620,0.9951612903225806,0.005759223780095116,0.0002516824874887818,0.48368006552777865,0.5885502812639327,0.0036518563603164978,1.0
Kunitz,designated_subset,,1,620,0.9596774193548387,0.005114903670302231,0.0007476683149384147,0.5006404664539161,0.6118970480112704,0.004108338405356062,1.0
Kunitz,designated_subset,,2,620,0.964516129032258,0.004413195306828894,0.0005647367986535571,0.5002831808316752,0.6145505182963364,0.004290931223371889,1.0
Kunitz,designated_subset,,3,620,0.967741935483871,0.005320735415813423,0.0005573900127036075,0.500608560967343,0.6162516348387443,0.004473524041387716,1.0
Kunitz,designated_subset,,4,620,0.9725806451612903,0.005102265212847303,0.00045555297986885263,0.5007117620071115,0.6112542915085726,0.004047474132684121,1.0
Kunitz,designated_subset,,5,620,0.9709677419354839,0.005734908821597018,0.001086318572833068,0.5010255630600949,0.6113616336616892,0.004716981132075484,1.0
SH3,multiplicity,1.0,1,620,0.5483870967741935,0.0003847704814138357,0.005113594257633721,0.5725894181995324,0.7088736336017196,0.026680107526881762,1.0
SH3,multiplicity,1.0,2,620,0.5516129032258065,0.0004998490358653091,0.004566134006422156,0.5730609728030931,0.7148330265028701,0.02385752688172046,1.0
SH3,multiplicity,1.0,3,620,0.5306451612903226,0.0003237662005893834,0.004441121596771607,0.5707641796271705,0.7079955089217566,0.02584005376344089,1.0
SH3,multiplicity,1.0,4,620,0.5612903225806452,0.0004455741099981575,0.004965821883747468,0.572501793489878,0.7150976018885067,0.023723118279569907,1.0
SH3,multiplicity,1.0,5,620,0.532258064516129,0.00032599577077521594,0.004507384560471333,0.5739096397072938,0.7102401914611336,0.024596774193548422,1.0
SH3,multiplicity,2.0,1,620,0.7161290322580646,0.0009277700376786448,0.0019053229990125666,0.5582636512920756,0.6977321071931764,0.0260416666666667,1.0
SH3,multiplicity,2.0,2,620,0.7096774193548387,0.0005832222263609716,0.002162710628905551,0.5608032928825121,0.6878907706519729,0.02584005376344087,1.0
SH3,multiplicity,2.0,3,620,0.7338709677419355,0.0008770860856237971,0.002119967829162574,0.5628856736703745,0.7014853711394131,0.02678091397849465,1.0
SH3,multiplicity,2.0,4,620,0.7048387096774194,0.0007802275939951366,0.0019177455556047677,0.5603670672903898,0.6943319900509974,0.025201612903225805,1.0
SH3,multiplicity,2.0,5,620,0.7306451612903225,0.0006148508430535207,0.0024375955934694193,0.5595823754455691,0.6997067611567239,0.024596774193548384,1.0
SH3,multiplicity,5.0,1,620,0.8564516129032258,0.0020688696534247944,0.0008064138597044129,0.5481531102216766,0.6822478476255502,0.02600806451612907,1.0
SH3,multiplicity,5.0,2,620,0.8548387096774194,0.002703465756547881,0.0005864071163450388,0.5465725327522123,0.6780873260411244,0.026713709677419373,1.0
SH3,multiplicity,5.0,3,620,0.8548387096774194,0.002411508995335826,0.0009724313120260565,0.548832102666226,0.6831564327456159,0.026176075268817222,1.0
SH3,multiplicity,5.0,4,620,0.8661290322580645,0.0022383370846411907,0.0009203151985036294,0.5457115566085761,0.6782612458930173,0.02668010752688175,1.0
SH3,multiplicity,5.0,5,620,0.8612903225806452,0.0023574311970993543,0.0006398815301882814,0.5459685619951709,0.6721270540786493,0.025470430107526917,1.0
SH3,multiplicity,10.0,1,620,0.9338709677419355,0.0032054690396433896,0.00034096896307397363,0.5391689281017034,0.6606973247922143,0.027553763440860246,1.0
SH3,multiplicity,10.0,2,620,0.9274193548387096,0.0033556112739965022,0.0006212481719425271,0.5409832064315955,0.6617264246111916,0.024966397849462398,1.0
SH3,multiplicity,10.0,3,620,0.932258064516129,0.002524964020580764,0.00042864186970932854,0.5408039638451956,0.6670309944898369,0.027150537634408622,1.0
SH3,multiplicity,10.0,4,620,0.9290322580645162,0.003397829980093448,0.0004726735978673282,0.5402086685782947,0.6680795606669694,0.02711693548387099,1.0
SH3,multiplicity,10.0,5,620,0.9161290322580645,0.0027740240905200484,0.0002805493049580579,0.5416416984423088,0.6655217837349692,0.0261424731182796,1.0
SH3,multiplicity,20.0,1,620,0.9580645161290322,0.00386047070419375,0.00017836028348330174,0.5359762577293535,0.6581486650816406,0.025840053763440864,1.0
SH3,multiplicity,20.0,2,620,0.9774193548387097,0.0030206810711947926,0.0002881651592957776,0.5353599118996162,0.6615852023595606,0.02654569892473121,1.0
SH3,multiplicity,20.0,3,620,0.9612903225806452,0.005104020067826839,0.0003844255907606908,0.536653336889477,0.6630144347692806,0.026243279569892496,1.0
SH3,multiplicity,20.0,4,620,0.9693548387096774,0.003834112495523548,0.00026206884918170245,0.5384122493214059,0.6616072218386262,0.02701612903225807,1.0
SH3,multiplicity,20.0,5,620,0.964516129032258,0.004254733833610971,0.00028156963694488216,0.5343154588448429,0.65350147030691,0.028225806451612892,1.0
SH3,multiplicity,50.0,1,620,0.9822580645161291,0.003764050969573534,0.0003073871123249994,0.5351144063259805,0.6616806688441399,0.025571236559139825,1.0
SH3,multiplicity,50.0,2,620,0.9854838709677419,0.004344481509796855,0.0002997143217951272,0.5385457822344655,0.6627639705685819,0.02543682795698925,1.0
SH3,multiplicity,50.0,3,620,0.9854838709677419,0.003975275102849733,0.00019135944469166147,0.5382633482870839,0.6565475474778042,0.027251344086021503,1.0
SH3,multiplicity,50.0,4,620,0.9903225806451613,0.003951027938935656,0.00025115253005467613,0.5351062330636112,0.6597567969841808,0.025672043010752696,1.0
SH3,multiplicity,50.0,5,620,0.9854838709677419,0.0034481687356105444,0.0003457892005534201,0.535349740072842,0.6596534725667419,0.026008064516129054,1.0
SH3,multiplicity,100.0,1,620,0.9903225806451613,0.0044178724135813495,0.0003524743596197648,0.5324679767095082,0.6512720963081902,0.02459677419354841,1.0
SH3,multiplicity,100.0,2,620,0.9919354838709677,0.004253125528408258,0.00027728939397523504,0.5325333219222426,0.6516761804785867,0.02661290322580645,1.0
SH3,multiplicity,100.0,3,620,0.9870967741935484,0.003992061006344316,0.0002726947122595081,0.5315097300722947,0.6563281502577185,0.027721774193548404,1.0
SH3,multiplicity,100.0,4,620,0.9870967741935484,0.0038746675078613064,0.0002809154198307188,0.5322349430346331,0.6477633514924648,0.027620967741935502,1.0
SH3,multiplicity,100.0,5,620,0.9887096774193549,0.0045107265141228516,0.00021549197450684442,0.5360249186275134,0.6637460674423354,0.026848118279569903,1.0
SH3,multiplicity,500.0,1,620,0.9983870967741936,0.0047506724416556175,0.00019988929831926466,0.5338802616783989,0.6540880712444672,0.02725134408602152,1.0
SH3,multiplicity,500.0,2,620,0.9983870967741936,0.0037349779163191313,0.00029961277264555934,0.5339867531871846,0.6553477811396486,0.02701612903225809,1.0
SH3,multiplicity,500.0,3,620,1.0,0.004032011678237499,0.0002709726911462758,0.5331709646148396,0.6555054539507619,0.025336021505376373,1.0
SH3,multiplicity,500.0,4,620,0.9983870967741936,0.004458672563872159,0.0002314041267230683,0.5346163635455152,0.6585063253638002,0.02701612903225808,1.0
SH3,multiplicity,500.0,5,620,1.0,0.004226710302786478,0.00013535037933476034,0.532751717912639,0.6520240462406066,0.027688172043010745,1.0
SH3,designated_subset,,1,620,0.9903225806451613,0.0036490831375808486,0.0006644440609052381,0.5532551299958604,0.685788228954509,0.028225806451612885,1.0
SH3,designated_subset,,2,620,0.9903225806451613,0.004148201138495931,0.0006433370222109316,0.5507868913559353,0.679173466103421,0.0283266129032258,1.0
SH3,designated_subset,,3,620,0.9887096774193549,0.0036534563555203955,0.0006614706043191795,0.5511512974233261,0.6866889707412551,0.02839381720430108,1.0
SH3,designated_subset,,4,620,0.9983870967741936,0.004162980971354375,0.0006432322767826612,0.5496512235094033,0.6826526004778422,0.028326612903225842,1.0
SH3,designated_subset,,5,620,0.9919354838709677,0.004021576040950352,0.0005155694957567385,0.5527713728065746,0.6866832121230497,0.027620967741935523,1.0
WW,multiplicity,1.0,1,620,0.14193548387096774,0.0004886076817974078,0.013160447719568535,0.48070634464988393,0.6803230485371752,0.017481789802289382,1.0
WW,multiplicity,1.0,2,620,0.14193548387096774,0.0003212764826118667,0.013730358882511444,0.4815983277583077,0.67401392787989,0.017689906347554716,1.0
WW,multiplicity,1.0,3,620,0.15645161290322582,0.0004004833591510883,0.014814920110438334,0.4799519862485869,0.672676245210728,0.017741935483871075,1.0
WW,multiplicity,1.0,4,620,0.15161290322580645,0.00032669902033627906,0.013678556561391471,0.47736241706046767,0.6820057490882481,0.018574401664932474,1.0
WW,multiplicity,1.0,5,620,0.17096774193548386,0.0005083198731144463,0.014174900424171194,0.48144362057859047,0.6768682280723437,0.016597294484911623,1.0
WW,multiplicity,2.0,1,620,0.29193548387096774,0.0004911117792376536,0.009538485767681673,0.47628645100917055,0.6707653019401258,0.020031217481789942,1.0
WW,multiplicity,2.0,2,620,0.2838709677419355,0.0008559160210682916,0.009495150122365565,0.47813465695870805,0.6745500301138045,0.018262226847034456,1.0
WW,multiplicity,2.0,3,620,0.3,0.0009045302199528221,0.008445694657054748,0.479698210410345,0.6722659400117317,0.018210197710718114,1.0
WW,multiplicity,2.0,4,620,0.3064516129032258,0.0008868751081610505,0.008533158084807743,0.4796834936924276,0.6756335346151808,0.017950052029136424,1.0
WW,multiplicity,2.0,5,620,0.2709677419354839,0.0006707972428282756,0.008947246417994797,0.47946372968314865,0.6852828470983828,0.018470343392299797,1.0
WW,multiplicity,5.0,1,620,0.4774193548387097,0.002540768707528789,0.004527346820840666,0.4730932218594135,0.6587080265550788,0.018470343392299804,1.0
WW,multiplicity,5.0,2,620,0.482258064516129,0.002425935173015268,0.004504255795515785,0.4759587576304174,0.6628419241053649,0.02075962539021869,1.0
WW,multiplicity,5.0,3,620,0.48870967741935484,0.002873783304605399,0.004148472311156872,0.47440133601253454,0.6693601091159489,0.01925078043704489,1.0
WW,multiplicity,5.0,4,620,0.5048387096774194,0.002139051854243136,0.00504161654141044,0.471397884585117,0.6675141440564132,0.01925078043704488,1.0
WW,multiplicity,5.0,5,620,0.5016129032258064,0.0022827452598951216,0.004950624731548553,0.4710999624851022,0.6663645006307224,0.018834547346514182,1.0
WW,multiplicity,10.0,1,620,0.65,0.0040732733918171496,0.002740182124380343,0.46986556445336747,0.6580576077611673,0.020083246618106305,1.0
WW,multiplicity,10.0,2,620,0.6806451612903226,0.004290244081870306,0.0024548015174097673,0.46611493569403695,0.6512994087100501,0.019042663891779537,1.0
WW,multiplicity,10.0,3,620,0.6532258064516129,0.004501675065386701,0.0025565856239977616,0.4683621688755072,0.6537859173331919,0.020343392299687995,1.0
WW,multiplicity,10.0,4,620,0.6564516129032258,0.004525085742015792,0.0028694510834741237,0.47110462764092165,0.6573011812066316,0.019354838709677556,1.0
WW,multiplicity,10.0,5,620,0.667741935483871,0.003683073525129637,0.003361493990059379,0.4670015549886548,0.656554418685861,0.019667013527575574,1.0
WW,multiplicity,20.0,1,620,0.782258064516129,0.00728647571348035,0.0010583501785642476,0.46664583507760427,0.6548612391193036,0.02055150884495334,1.0
WW,multiplicity,20.0,2,620,0.8032258064516129,0.007173509316723918,0.0009141817115858398,0.4651000215292971,0.6466907057224075,0.01971904266389192,1.0
WW,multiplicity,20.0,3,620,0.8048387096774193,0.007282208494837418,0.0008888222495446749,0.4634836069775421,0.6438433709412574,0.020031217481789973,1.0
WW,multiplicity,20.0,4,620,0.7951612903225806,0.007375159469949065,0.001064520000941154,0.4651961358897373,0.6466604869608206,0.020291363163371663,1.0
WW,multiplicity,20.0,5,620,0.7629032258064516,0.008093407621510625,0.0010261757265492112,0.46486988871403345,0.642035559793068,0.020187304890738975,1.0
WW,multiplicity,50.0,1,620,0.9112903225806451,0.01083180740994032,0.0002625663719356934,0.45992978629608805,0.631719547292406,0.02086368366285136,1.0
WW,multiplicity,50.0,2,620,0.9145161290322581,0.010876659704582823,0.0004523061136917498,0.45815054361476815,0.6196099369670003,0.02034339229968799,1.0
WW,multiplicity,50.0,3,620,0.885483870967742,0.009400971627549857,0.00037122677896715066,0.4556189288661743,0.6243017030484586,0.021956295525494482,1.0
WW,multiplicity,50.0,4,620,0.9129032258064517,0.009770158511466448,0.00031195460008002487,0.4589012687097467,0.6306962027178934,0.02096774193548404,1.0
WW,multiplicity,50.0,5,620,0.9354838709677419,0.010855752889451438,0.0004229242319225279,0.4599600640069431,0.631743418613274,0.020707596253902356,1.0
WW,multiplicity,100.0,1,620,0.9483870967741935,0.010519222212798766,0.0006249759134534271,0.4606343838263701,0.6302279958331125,0.01982310093652461,1.0
WW,multiplicity,100.0,2,620,0.9612903225806452,0.010727263318488651,0.00033033268679625205,0.46054311640572265,0.6277953742449478,0.0207596253902187,1.0
WW,multiplicity,100.0,3,620,0.9516129032258065,0.011393069832991017,0.000261410337561478,0.45934072078721944,0.6344111093454807,0.02070759625390235,1.0
WW,multiplicity,100.0,4,620,0.9532258064516129,0.009688221669344892,0.0005781063356782574,0.46011316550733017,0.6309214382823949,0.021227887617065747,1.0
WW,multiplicity,100.0,5,620,0.9548387096774194,0.01036010748735939,0.0004492298064761389,0.4603721877354746,0.6286188798841745,0.020915712799167714,1.0
WW,multiplicity,500.0,1,620,0.9951612903225806,0.012332756715496215,0.00013684743178970203,0.45875096326520814,0.6229231774281829,0.02247658688865786,1.0
WW,multiplicity,500.0,2,620,0.9870967741935484,0.010248914234627475,0.0004305012372635619,0.4616658379595685,0.6305094637780955,0.021175858480749408,1.0
WW,multiplicity,500.0,3,620,0.9887096774193549,0.012827639325660486,0.000398167507263255,0.4562483361782752,0.6288003248759644,0.020603537981269675,1.0
WW,multiplicity,500.0,4,620,0.9838709677419355,0.011903274235689267,0.00018463141833124767,0.45653739263116955,0.6301315747656124,0.02065556711758601,1.0
WW,multiplicity,500.0,5,620,0.9870967741935484,0.010150881291582647,0.00035630530293348473,0.4587756023504511,0.6258260147959813,0.021383975026014752,1.0
WW,designated_subset,,1,620,0.9951612903225806,0.010792663448169057,0.0009023268167870826,0.473058591775086,0.6433943288409361,0.022164412070759802,1.0
WW,designated_subset,,2,620,0.9967741935483871,0.010528453424403521,0.0007947423725622661,0.47271174652915926,0.6546606282112398,0.022892819979188562,1.0
WW,designated_subset,,3,620,0.9919354838709677,0.01286129160167785,0.0009740951875659995,0.4750811938356333,0.6483781453910485,0.02289281997918855,1.0
WW,designated_subset,,4,620,0.9870967741935484,0.009071062549688008,0.001081493853561679,0.4745596425295372,0.6560110569198444,0.02289281997918856,1.0
WW,designated_subset,,5,620,0.9854838709677419,0.010877093481839994,0.0013233811317301279,0.47343190475299524,0.6485867552228323,0.023569198751300948,1.0
Homeobox,multiplicity,1.0,1,620,0.7096774193548387,0.0002128261326686322,0.0015604191005375487,0.4989976102595035,0.6441466530024954,0.0006508205998868138,1.0
Homeobox,multiplicity,1.0,2,620,0.7322580645161291,0.0003050729684634531,0.0017523492210322837,0.49866052386818305,0.640789295398779,0.0004810413129598189,1.0
Homeobox,multiplicity,1.0,3,620,0.7096774193548387,0.00014040389950543703,0.0013143358854780637,0.5012190271528124,0.6410036264904686,0.0006791171477079796,1.0
Homeobox,multiplicity,1.0,4,620,0.75,0.00014773513608075606,0.0011543223079844406,0.4992925068391961,0.645233527843177,0.0008488964346349745,1.0
Homeobox,multiplicity,1.0,5,620,0.7048387096774194,0.00032378388952002547,0.0013531031029005145,0.5004096445904596,0.6455335097001764,0.0003678551216751556,1.0
Homeobox,multiplicity,2.0,1,620,0.8403225806451613,0.00042622771617662695,0.0005346930941454073,0.48729640749790193,0.6297131593993561,0.0007074136955291454,1.0
Homeobox,multiplicity,2.0,2,620,0.8467741935483871,0.0004060250605472473,0.00049005208496338,0.4885157429660836,0.6232084715154891,0.0011884550084889642,1.0
Homeobox,multiplicity,2.0,3,620,0.8548387096774194,0.0003862923269808554,0.0006708789416389141,0.48813864757200986,0.6372269879243564,0.0005093378607809847,1.0
Homeobox,multiplicity,2.0,4,620,0.8403225806451613,0.0006313759897363823,0.000389793045489702,0.4857889775759058,0.630711038961039,0.0003961516694963214,1.0
Homeobox,multiplicity,2.0,5,620,0.8419354838709677,0.0006322240599960448,0.00045643366996017047,0.48631786475801775,0.6309505392268551,0.000622524052065648,1.0
Homeobox,multiplicity,5.0,1,620,0.932258064516129,0.0007461895525497889,0.00027388873381715777,0.4786042360299594,0.6159710450368345,0.0005659309564233163,1.0
Homeobox,multiplicity,5.0,2,620,0.9403225806451613,0.0009239997383975425,0.00019935506361976358,0.47693059628543677,0.615116427432217,0.0001697792869269949,1.0
Homeobox,multiplicity,5.0,3,620,0.9354838709677419,0.0006327212984942232,0.0003351462223291817,0.4797944917278554,0.6169984051036683,0.0005376344086021505,1.0
Homeobox,multiplicity,5.0,4,620,0.9096774193548387,0.0006863292982410245,0.0003609974977197539,0.4801250192931027,0.6200404040404042,0.0005659309564233163,1.0
Homeobox,multiplicity,5.0,5,620,0.9467741935483871,0.000852109732686809,0.000340157552102798,0.4802368621129246,0.6202680016539666,0.0006508205998868138,1.0
Homeobox,multiplicity,10.0,1,620,0.9774193548387097,0.001249281804948453,0.00012508432371747277,0.4733292174718342,0.6102977139819246,0.00045274476513865305,1.0
Homeobox,multiplicity,10.0,2,620,0.9790322580645161,0.0014927526453133173,0.000282239456131749,0.47626638994848014,0.6150225374041164,0.0008488964346349745,1.0
Homeobox,multiplicity,10.0,3,620,0.9548387096774194,0.0007480922236178693,0.00020507486253102162,0.4761833193688053,0.6144625199362042,0.0010469722693831353,1.0
Homeobox,multiplicity,10.0,4,620,0.964516129032258,0.001117362766044943,0.000257459565725115,0.4736253022585819,0.6113163211057948,0.0007074136955291454,1.0
Homeobox,multiplicity,10.0,5,620,0.9693548387096774,0.0009188607310596994,0.00017092452195301903,0.4754272503105289,0.614998746867168,0.0010186757215619694,1.0
Homeobox,multiplicity,20.0,1,620,0.9806451612903225,0.0011693316584901604,0.00012044608465300376,0.47344834777559897,0.6095754727728412,0.0008205998868138088,1.0
Homeobox,multiplicity,20.0,2,620,0.9887096774193549,0.001163422385965843,0.00011979162889009696,0.4712363018984431,0.6051557682083997,0.0003395585738539898,1.0
Homeobox,multiplicity,20.0,3,620,0.9806451612903225,0.001501011608147799,0.00018481633256637816,0.4724726109424767,0.6123747626642364,0.0009054895302773061,1.0
Homeobox,multiplicity,20.0,4,620,0.9854838709677419,0.0013222601242231045,0.0001887546970538044,0.4709197009011237,0.6064948190946206,0.001075268817204301,1.0
Homeobox,multiplicity,20.0,5,620,0.9935483870967742,0.0014329381605165375,0.0001867253714051704,0.47550702268868816,0.6105167464114832,0.0007357102433503112,1.0
Homeobox,multiplicity,50.0,1,620,0.9967741935483871,0.0011416980026335557,0.0002805598781097957,0.4692750938930935,0.6076065922381712,0.001075268817204301,1.0
Homeobox,multiplicity,50.0,2,620,0.9903225806451613,0.001419865041844793,0.00011666861909457281,0.47050059165509384,0.6042902711323764,0.0005659309564233163,1.0
Homeobox,multiplicity,50.0,3,620,0.9951612903225806,0.0010421487225568907,0.000172120046044855,0.47108967433246074,0.605343965975545,0.0005093378607809847,1.0
Homeobox,multiplicity,50.0,4,620,0.9967741935483871,0.0013054162899710192,0.0001446757476723338,0.4731234243967716,0.6113896863370547,0.0007357102433503112,1.0
Homeobox,multiplicity,50.0,5,620,0.9951612903225806,0.0014588985760285627,0.00010827994298433761,0.47054638061429477,0.6091972355130251,0.0006791171477079796,1.0
Homeobox,multiplicity,100.0,1,620,0.9967741935483871,0.0009625184769704604,0.00022428169868128953,0.4733909553943526,0.607410951621478,0.0006791171477079796,1.0
Homeobox,multiplicity,100.0,2,620,0.9935483870967742,0.0013852031793328183,0.00027924888227419246,0.4708777074651461,0.6021637426900585,0.0010186757215619694,1.0
Homeobox,multiplicity,100.0,3,620,0.9983870967741936,0.001364635046844836,0.00013881884048011636,0.47052117096259904,0.6045486443381181,0.0005093378607809847,1.0
Homeobox,multiplicity,100.0,4,620,0.9935483870967742,0.0017877250439217217,0.0002765325183540161,0.4706214950866926,0.605618288144604,0.000622524052065648,1.0
Homeobox,multiplicity,100.0,5,620,0.9919354838709677,0.001358646255737083,0.00015268410335466748,0.4689365642846144,0.6072599681020734,0.0008488964346349745,1.0
Homeobox,multiplicity,500.0,1,620,1.0,0.0013477287450643493,0.00014917490896611735,0.47032618202397725,0.5992876129718234,0.0006791171477079796,1.0
Homeobox,multiplicity,500.0,2,620,0.9983870967741936,0.0013533558243771727,0.00011186697242339943,0.47083191850594386,0.6030186071238702,0.0007923033389926428,1.0
Homeobox,multiplicity,500.0,3,620,1.0,0.0011347670912202218,0.00013346559185059293,0.47074702886248077,0.6079021796916533,0.0005659309564233163,1.0
Homeobox,multiplicity,500.0,4,620,1.0,0.0012570251239512951,0.0001541331022502872,0.4699876524154989,0.6072387028176502,0.000622524052065648,1.0
Homeobox,multiplicity,500.0,5,620,1.0,0.001122413714707158,0.0001258965153547702,0.4702845089262767,0.6096044657097289,0.0007357102433503112,1.0
Homeobox,designated_subset,,1,620,1.0,0.0015135529071764343,0.00029792807496704937,0.4801213974597883,0.6185536973508672,0.0007923033389926428,1.0
Homeobox,designated_subset,,2,620,0.9983870967741936,0.0012863843723093338,0.0002444331974206413,0.4798913315183314,0.6223641954212129,0.0009903791737408039,1.0
Homeobox,designated_subset,,3,620,0.9983870967741936,0.0014483430293781214,0.0002291887547501229,0.4787960235027817,0.6158006871009967,0.0009054895302773063,1.0
Homeobox,designated_subset,,4,620,1.0,0.0014534280448689992,0.0002565506278445755,0.47763527915108195,0.6145479054825298,0.0011601584606677985,1.0
