source,n,ppl_mean,ppl_std,mean_ll_mean,mean_ll_std
SA_multiplicity_rho500,50,4.277256617928233,0.45879190714596874,-1.4475360775227715,0.1094660811981371
HMM_weighted_rho500,50,6.541382142797053,0.8916970376048178,-1.8688322407675735,0.13896998176157457
