ρ,f_eff,K_eff,β_star,p1_kr_frac,diversity,mean_novelty,mean_seqid,mean_valid,kl_aa,loop_entropy,n_generated
1.0,0.32323232323232326,99.0,3.8483348970335034,0.38924731182795697,0.5610943396226414,0.42109961452627265,0.5789003854737274,1.0,0.007400221710619411,1.6716632276916483,930
2.0,0.48854961832061067,88.0051282051282,4.57890931841707,0.42795698924731185,0.552188679245283,0.41606816798539226,0.5839318320146077,1.0,0.00882583944568803,1.6487682920321733,930
5.0,0.7048458149779736,59.43367935409458,4.57890931841707,0.46559139784946235,0.551320754716981,0.41501318725907865,0.5849868127409213,1.0,0.009472242844692232,1.6460018906776985,930
10.0,0.8268733850129198,45.84297520661157,5.448177226584068,0.5129032258064516,0.5426415094339622,0.4084804219922903,0.5915195780077097,1.0,0.011211120767264483,1.6139911789875052,930
20.0,0.9052333804809052,38.8473614673195,5.448177226584068,0.5311827956989247,0.5424528301886792,0.40819638871982133,0.5918036112801787,1.0,0.011449018036807555,1.6096388588168962,930
50.0,0.9598080383923215,34.707045349519774,6.482468428208699,0.5623655913978495,0.532754716981132,0.4015013187259078,0.5984986812740922,1.0,0.013250670368176261,1.5755994748535835,930
100.0,0.9794918885827977,33.347046087225486,7.713111225104184,0.5870967741935483,0.5213584905660378,0.39346723473321155,0.6065327652667885,1.0,0.015101397586672553,1.5452726594172885,930
500.0,0.9958299620339827,32.268290878063894,9.17738133701449,0.6075268817204301,0.5109811320754717,0.38567660783120306,0.614323392168797,1.0,0.017432097611814634,1.5186863391402479,930
