weight,d_pca,f_obs_mean,f_obs_std,soft_p1_mean,soft_p1_std,attn_binder_mean,attn_binder_std,diversity_mean,diversity_std,β_mean,β_std
1.0,80,0.5357692307692308,0.014683545514477774,0.2647468836139152,0.007894684414498948,0.9605839971455774,0.0032012421237769895,0.5292075471698113,0.003341807195111436,6.4824684282086995,9.930136612989092e-16
1.5,79,0.5526923076923077,0.028607991187137076,0.34915051762702015,0.016203931901200588,0.9581536427697348,0.003596888562792641,0.5188679245283019,0.008250747772884356,6.4824684282086995,9.930136612989092e-16
2.0,78,0.575,0.01579968915880287,0.4008367498670391,0.009627090422723543,0.9584913184686223,0.003358866807589073,0.5032075471698112,0.004822509291075014,6.4824684282086995,9.930136612989092e-16
3.0,73,0.5815384615384616,0.025279502654084587,0.46488174071215627,0.01962978782985367,0.9606796321546179,0.004106776559766904,0.4713836477987422,0.004885258333133274,6.4824684282086995,9.930136612989092e-16
5.0,65,0.5238461538461539,0.02118005369578212,0.4937777905329644,0.006478088252624672,0.9591423958268528,0.0033667194204354623,0.3985534591194969,0.00871483451656323,6.4824684282086995,9.930136612989092e-16
8.0,59,0.37423076923076926,0.026107141556223384,0.40105103669810027,0.013114068428344432,0.962257302450278,0.001422964248945986,0.30896855345911955,0.003197851915387887,6.4824684282086995,9.930136612989092e-16
10.0,57,0.295,0.015178913277439334,0.3291596909395237,0.014352625908012671,0.9626187606492815,0.00553643163795819,0.27515723270440245,0.004199732333282165,6.4824684282086995,9.930136612989092e-16
15.0,55,0.1080769230769231,0.00831605704247679,0.15881848026348983,0.004984868700958227,0.9585934276007088,0.0045334661632237695,0.21555974842767292,0.0035745741006155234,6.4824684282086995,9.930136612989092e-16
20.0,54,0.04230769230769231,0.012462962881553578,0.07263277351757998,0.010887234215335561,0.9588879718976129,0.004440259351346152,0.16923270440251573,0.003380876094682549,6.4824684282086995,9.930136612989092e-16
