binder_weight,p1_kr_mean,p1_kr_std,diversity_mean,diversity_std,novelty_mean,novelty_std,valid_mean,valid_std,kl_mean,kl_std,entropy_mean,entropy_std
1.0,0.39548387096774196,0.004892177705839723,0.5589182389937106,0.0012471239806738164,0.4247048082775409,0.0015638387622926575,1.0,0.0,0.00735062613635324,0.00014912720756361371,1.6755353805774003,0.009738714159852715
2.0,0.40838709677419355,0.011653156043992537,0.5567798742138365,0.0025072183280109065,0.42376141205112583,0.001152088497542219,1.0,0.0,0.007556548598366792,3.143885109973809e-5,1.6644823032788092,0.0015418037627425744
5.0,0.43,0.005300540879082259,0.5600880503144654,0.0033993114336834775,0.4245769933049298,0.0004805002081658138,1.0,0.0,0.0074576792940535515,0.000247325388694586,1.6618015315028374,0.0018905826556892373
10.0,0.4845161290322581,0.008730560388854428,0.5593207547169812,0.003958618668399049,0.4221424223980522,0.0006175549569615846,1.0,0.0,0.008024487091071824,0.0002929755472062937,1.6642892452931626,0.006195955264341875
20.0,0.48677419354838714,0.0028852490032255425,0.55862893081761,0.00515692589975579,0.42122337188070585,0.0005202916409977388,1.0,0.0,0.009135732254209272,0.000315582902553181,1.6780365255270457,0.005430575207823998
50.0,0.5035483870967742,0.00768459951585265,0.5571446540880503,0.0019265209398930138,0.42117468046256834,0.0007925220123635386,1.0,0.0,0.009269008475866699,0.0003794350226763015,1.6782809162129535,0.002367976098825392
100.0,0.5122580645161291,0.00353369391938817,0.5578113207547171,0.0025733955431788613,0.41884357881923295,0.00026997267335619393,1.0,0.0,0.009403059558411543,0.0002289113800914559,1.6686221088899553,0.0036716304801411525
