n_interp,p1_kr_frac,diversity,mean_novelty,mean_seqid,mean_valid,kl_aa,loop_entropy
0,1.0,0.5056226415094339,0.32562385879488775,0.6743761412051122,1.0,0.008426619424626434,1.3995183650519878
10,1.0,0.5036226415094339,0.3252586731588559,0.6747413268411441,1.0,0.008210536619327156,1.396667191197219
25,1.0,0.5022641509433962,0.3252282410225201,0.6747717589774799,1.0,0.008605667383215934,1.3915550399473593
50,1.0,0.5023396226415094,0.3264150943396229,0.6735849056603771,1.0,0.008276366566469432,1.390761539038254
100,1.0,0.5026792452830189,0.3295800365185638,0.6704199634814362,1.0,0.008281731531289107,1.3907648210983283
200,1.0,0.5034716981132075,0.3311016433353624,0.6688983566646376,1.0,0.008457398824378008,1.3915357925800669
