f_target,f_eff,beta_w,mult_p1kr,mult_se,mask_p1kr,mask_se,residual,residual_se
0.5,0.5,4.57890931841707,0.4279569892473118,0.017218199799287556,0.5387096774193548,0.020643654932067487,-0.11075268817204303,0.026881720430107527
0.7,0.7,4.57890931841707,0.46344086021505376,0.019654297722891793,0.5387096774193548,0.020643654932067487,-0.07526881720430106,0.028503542024358022
0.9,0.8999999999999999,5.448177226584068,0.5301075268817205,0.0210187812297517,0.5591397849462365,0.021945805186604408,-0.029032258064516037,0.03038762132304132
0.95,0.9500000000000003,6.482468428208699,0.5591397849462365,0.02167158610476242,0.5752688172043009,0.022095175080413743,-0.01612903225806439,0.03094922302950864
0.99,0.9900000000000007,7.713111225104184,0.5903225806451612,0.021271438012914156,0.5924731182795698,0.021679863143615537,-0.0021505376344086446,0.03037252938204437
