n_consensus,p1_kr_mean,p1_kr_std,diversity_mean,diversity_std,novelty_mean,novelty_std,valid_mean,valid_std,kl_mean,kl_std,entropy_mean,entropy_std
0,0.3961290322580645,0.0033445873150528705,0.5533962264150942,0.002973985010701134,0.41838101034692626,0.0004850084434117654,1.0,0.0,0.00758020695189131,0.00017839219934919802,1.665531524470789,0.0027760296909022765
1,0.4493548387096774,0.007616592872979109,0.5561257861635219,0.0026980325741862623,0.42349969567863643,0.00031728329930559595,1.0,0.0,0.00710272434630997,0.00014481860095839436,1.6732167257376402,0.0032200994398943516
2,0.45,0.006246747332592606,0.5564654088050315,0.004157227946980622,0.4229458307973218,0.0005790108822410787,1.0,0.0,0.009186291640001717,0.0002061648060094733,1.6337541908427284,0.009318859024950154
3,0.4590322580645162,0.00735597048451058,0.5614716981132075,0.0026499565446812656,0.4272306755934263,0.0014093398004567039,1.0,0.0,0.009147573681368867,0.00018012596717484922,1.6744788801436201,0.0029533750435434907
5,0.5012903225806451,0.012566162052117722,0.566251572327044,0.0020372893369015946,0.43034083992696265,0.0005490449955164465,1.0,0.0,0.006922705916678107,0.0003665307604286217,1.6771134425292384,0.0029935413295785894
