rho,beta_star,f_eff,mass_exact,mass_ula,p1_exact,p1_ula,aa_kl
1.0,4.266331308058113,0.32323232323232326,0.3073170731707317,0.2810975609756098,0.3981707317073171,0.3853658536585366,0.00014048372515616347
10.0,4.928888400843606,0.8268733850129198,0.8939024390243903,0.8865853658536585,0.5146341463414634,0.49878048780487805,0.00012499826485331145
500.0,8.780648910039302,0.9958299620339827,0.9969512195121951,0.998780487804878,0.6042682926829268,0.5969512195121951,0.00011860452596986924
