binder_weight,p1_kr_frac,diversity,mean_novelty,mean_seqid,mean_valid,kl_aa,loop_entropy
1.0,0.4064516129032258,0.5629433962264151,0.420663420572124,0.579336579427876,1.0,0.007973185755775982,1.659579678277292
2.0,0.43870967741935485,0.5630566037735849,0.42035909920876446,0.5796409007912355,1.0,0.008145726562555196,1.6570086524019105
5.0,0.47096774193548385,0.5629811320754716,0.4202373706634205,0.5797626293365795,1.0,0.008643457494180842,1.6546384095323097
10.0,0.49193548387096775,0.5626792452830188,0.4197808886183809,0.5802191113816191,1.0,0.009276961578752258,1.649298127543029
20.0,0.5112903225806451,0.5623018867924527,0.42002434570906866,0.5799756542909313,1.0,0.009562112847517805,1.647868415350871
50.0,0.5258064516129032,0.5625283018867924,0.419720024345709,0.580279975654291,1.0,0.00946570245428938,1.6443621457116826
100.0,0.5306451612903226,0.562754716981132,0.41932440657334147,0.5806755934266585,1.0,0.009485947713223135,1.6437538722043366
