f_target,replicate,ρ,f_obs_combined,f_obs_standard,soft_p1_combined,soft_p1_standard
0.1,1,0.2326388888888889,0.3153846153846154,0.36923076923076925,0.2878517907869432,0.21211911472958006
0.1,2,0.2326388888888889,0.3192307692307692,0.3596153846153846,0.2885261667633373,0.2128644195005409
0.1,3,0.2326388888888889,0.3153846153846154,0.36730769230769234,0.2872773625935175,0.21292421143018553
0.1,4,0.2326388888888889,0.3076923076923077,0.36346153846153845,0.2809358909227139,0.2136840044606523
0.1,5,0.2326388888888889,0.3057692307692308,0.3557692307692308,0.2781694168488003,0.21256666739872765
0.2,1,0.5234375,0.32884615384615384,0.375,0.2964622635376888,0.2219556194349139
0.2,2,0.5234375,0.3192307692307692,0.38076923076923075,0.29045102050105503,0.22555376895298457
0.2,3,0.5234375,0.3269230769230769,0.3769230769230769,0.2949917749302825,0.2244077815780623
0.2,4,0.5234375,0.32884615384615384,0.38076923076923075,0.29711927656538295,0.2245661743460614
0.2,5,0.5234375,0.3346153846153846,0.38461538461538464,0.2995777924876507,0.22258332305225295
0.3,1,0.8973214285714285,0.35384615384615387,0.41923076923076924,0.31736559106588397,0.23341333359900784
0.3,2,0.8973214285714285,0.3576923076923077,0.4173076923076923,0.3166863186563659,0.23230096314108156
0.3,3,0.8973214285714285,0.34807692307692306,0.41346153846153844,0.31083167681035084,0.23205157961740677
0.3,4,0.8973214285714285,0.3423076923076923,0.4173076923076923,0.30751129639475017,0.23313019118547626
0.3,5,0.8973214285714285,0.32884615384615384,0.4153846153846154,0.29882639473106104,0.23467418349424093
0.4,1,1.3958333333333335,0.3326923076923077,0.4461538461538462,0.30783465585406716,0.24624477765213637
0.4,2,1.3958333333333335,0.325,0.4442307692307692,0.30432545990038834,0.24464931398278209
0.4,3,1.3958333333333335,0.32884615384615384,0.4346153846153846,0.3002750954084645,0.24244447268261654
0.4,4,1.3958333333333335,0.3192307692307692,0.4403846153846154,0.29710580721084984,0.24464189240624298
0.4,5,1.3958333333333335,0.3230769230769231,0.4346153846153846,0.2991859554609125,0.24411219521598182
0.5,1,2.09375,0.36346153846153845,0.45384615384615384,0.31722045107403407,0.24276847462844905
0.5,2,2.09375,0.36730769230769234,0.4480769230769231,0.32126562394173225,0.240155413036911
0.5,3,2.09375,0.37115384615384617,0.4269230769230769,0.3268155364277324,0.23514315976935674
0.5,4,2.09375,0.36923076923076925,0.4288461538461538,0.3226539703587721,0.2374690425064183
0.5,5,2.09375,0.375,0.425,0.32483076957869644,0.23454430787710245
0.6,1,3.1406249999999996,0.4153846153846154,0.45,0.34564355808608005,0.249258367244046
0.6,2,3.1406249999999996,0.4153846153846154,0.43653846153846154,0.3514159919135112,0.24533521878461356
0.6,3,3.1406249999999996,0.42115384615384616,0.4326923076923077,0.3531878912348033,0.24392471743905686
0.6,4,3.1406249999999996,0.4288461538461538,0.425,0.356138921118644,0.23974209479918596
0.6,5,3.1406249999999996,0.425,0.4153846153846154,0.35868117809549493,0.2354589260707397
0.7,1,4.885416666666666,0.46153846153846156,0.4307692307692308,0.3827846693462067,0.24521973454007728
0.7,2,4.885416666666666,0.45576923076923076,0.4288461538461538,0.3832888584904129,0.2465141556708562
0.7,3,4.885416666666666,0.46923076923076923,0.4461538461538462,0.38976582824881584,0.24729344210737364
0.7,4,4.885416666666666,0.47115384615384615,0.4346153846153846,0.3865803495939342,0.2443037807764816
0.7,5,4.885416666666666,0.49038461538461536,0.4480769230769231,0.4035379600826488,0.2442182837851632
0.8,1,8.375000000000002,0.5288461538461539,0.49423076923076925,0.4320624723425791,0.2470976103909109
0.8,2,8.375000000000002,0.5326923076923077,0.49423076923076925,0.437723530634481,0.24998621232279658
0.8,3,8.375000000000002,0.5307692307692308,0.5038461538461538,0.4333366736852527,0.2522727840033966
0.8,4,8.375000000000002,0.5365384615384615,0.5096153846153846,0.44086666493918963,0.25470091757819646
0.8,5,8.375000000000002,0.5307692307692308,0.5173076923076924,0.4385330040400567,0.25781274207709337
0.9,1,18.843750000000007,0.5557692307692308,0.551923076923077,0.45973799873655236,0.26850592124317496
0.9,2,18.843750000000007,0.5615384615384615,0.5615384615384615,0.46045404181480043,0.2766718889549245
0.9,3,18.843750000000007,0.5653846153846154,0.5653846153846154,0.45858597587679845,0.27817068201683853
0.9,4,18.843750000000007,0.573076923076923,0.5826923076923077,0.4630657756479005,0.28179519944635123
0.9,5,18.843750000000007,0.5653846153846154,0.5865384615384616,0.4623158458571179,0.28396614469670534
0.95,1,39.781249999999964,0.5942307692307692,0.6211538461538462,0.4766393264356277,0.2827479529535583
0.95,2,39.781249999999964,0.6019230769230769,0.6384615384615384,0.47763557104954046,0.285745585798661
0.95,3,39.781249999999964,0.5807692307692308,0.6442307692307693,0.4670228567927054,0.2907380778889636
0.95,4,39.781249999999964,0.573076923076923,0.6384615384615384,0.45949444259808964,0.29184844684008754
0.95,5,39.781249999999964,0.5692307692307692,0.6461538461538462,0.4552910878976204,0.29614685105808985
0.99,1,207.2812499999998,0.575,0.6730769230769231,0.47001641641481695,0.2902723832578371
0.99,2,207.2812499999998,0.5807692307692308,0.6673076923076923,0.47396915069625684,0.2882052114147013
0.99,3,207.2812499999998,0.5692307692307692,0.6557692307692308,0.4643333324401023,0.28802723016410725
0.99,4,207.2812499999998,0.5903846153846154,0.6673076923076923,0.4785237497802304,0.2940765601959787
0.99,5,207.2812499999998,0.5769230769230769,0.6480769230769231,0.469620508160913,0.29176509219552443
