source,n,ppl_mean,ppl_std,mean_ll_mean,mean_ll_std
stored,50,4.9722742329822,0.9769131927297375,-1.586649071988716,0.18404111188612082
SA_full,50,4.784136732374735,0.6432784931607097,-1.5562213486843777,0.13745399077087317
SA_strong,50,4.717001050911874,0.5975959703826764,-1.5434846632252117,0.12471249064359963
SA_weak,50,4.734124938268138,0.7164061130173581,-1.5438204015957473,0.14908980611602013
HMM_emit,50,16.05139990553869,4.242318509045748,-2.743128336629038,0.25543304668428524
