ρ,f_eff,f_obs,attn_A,diversity
1.0,0.3108108108108108,0.45645161290322583,0.2989318553829778,0.5574358974358973
2.0,0.4742268041237113,0.5064516129032258,0.4616507098179681,0.5492307692307692
5.0,0.6927710843373494,0.6048387096774194,0.6857146687486764,0.5221794871794871
10.0,0.8185053380782918,0.65,0.8093517753482345,0.5155128205128205
20.0,0.9001956947162426,0.714516129032258,0.888588432630429,0.4952564102564103
50.0,0.9575353871773522,0.7661290322580645,0.9472973460073001,0.4735897435897436
100.0,0.9783071033602723,0.7693548387096775,0.9723048807096809,0.4701282051282052
500.0,0.9955847978529997,0.8467741935483871,0.9943603685628639,0.43500000000000005
